"frame","time","face_prob","face_id","pitchF0","segment_id","segment_start","segment_end","track","speaker_id","text_token_id","text_token","text_token_start","text_token_end","match_id","FaceRectX","FaceRectY","FaceRectWidth","FaceRectHeight","AU01","AU02","AU04","AU06","AU07","AU10","AU12","AU14","AU15","AU17","AU23","AU24","fl1","fl2","fl3","fl4","fl5","fl6","fl7","fl8","fl9","fl10","fl11","fl12","fl13","fl14","fl15","fl16","fl17","fl18","fl19","fl20","fl21","fl22","fl23","fl24","fl25","fl26","fl27","fl28","fl29","fl30","fl31","fl32","fl33","fl34","fl35","fl36","fl37","fl38","fl39","fl40","fl41","fl42","fl43","fl44","fl45","fl46","fl47","fl48","fl49","fl50","fl51","fl52","fl53","fl54","fl55","fl56","fl57","fl58","fl59","fl60","fl61","fl62","fl63","fl64","fl65","fl66","fl67","fl68"
577,23.08,NA,NA,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
578,23.12,0.985,20,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,276.393,43.947,379.191,167.434,0.018,0.958,0.002,0.74,0.663,0.464,0.968,0.928,0.132,0,0.006,0,"282.83787656 109.46147394","288.2396822 122.88178635","295.04671007 135.51929092","303.28910983 147.08295321","313.0248692 156.65944076","324.34708679 163.87655139","336.94534898 168.68192005","350.07492995 170.53535509","362.08712101 168.40558624","371.78587008 162.28553295","377.46924973 152.4142046","381.46751642 140.84464431","383.54781008 128.5054543","383.97395158 116.00276113","382.41702771 103.54849732","379.10898209 91.46303582","374.55285192 80.43945432","294.95522273 97.03204381","299.19236577 90.09933794","306.32759178 85.34148586","314.94150078 82.9354645","323.39081275 82.60977745","338.25150442 77.55049181","343.72920799 73.39431691","350.46170712 70.44836813","357.5256989 69.98083532","363.40743756 73.14020592","335.56056833 90.31279671","338.00700355 96.06122804","340.45533085 101.31184018","343.09172153 106.79045653","336.21791434 119.97611284","341.41164923 119.25516009","346.89772677 118.17062306","351.18215728 116.30143046","354.72066092 114.22906733","306.60975707 102.92887855","311.75805593 99.38365281","316.88990617 97.01308596","323.31516612 97.23679602","318.86662638 99.9387188","313.77088106 101.99167693","347.70231581 89.70978546","351.2702651 86.1712116","356.12192345 84.47578824","362.15947127 84.74982715","357.79416871 87.36302865","352.99919176 89.0784446","337.09633923 145.29863858","339.32734966 134.74042988","345.22215557 127.33163428","350.24048042 127.04284668","354.19173312 124.72771955","361.01864457 127.67433167","364.87014127 135.18153811","365.69000745 144.30036163","362.4397223 151.13906908","357.44287562 153.64754415","351.7609446 154.57776499","343.81925964 151.77390218","338.69105315 143.77467847","346.86197662 133.048702","351.63098907 132.06790471","355.84506488 130.32354569","362.95479202 135.26664519","359.48913383 143.72947526","355.04621124 146.11318326","349.70448685 146.92002654"
578,23.12,0.743,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.176,134.209,15.848,162.448,0.014,0.052,0.33,0.484,0.776,0.824,0.922,0.489,0.07,0.43,0.253,0.145,"5.41914654 146.16064247","5.56397423 148.66678292","5.85682777 151.18522102","6.17160344 153.60341346","6.70221722 155.81947935","7.5398916 157.7313031","8.74345878 159.35491759","10.09868652 160.69916058","11.53466576 161.24616671","12.86316961 160.70919383","13.9901551 159.32913417","15.06421375 157.4536888","15.95353299 155.1745705","16.5055576 152.72439176","16.83766544 150.16660964","17.0193392 147.50190505","17.05773395 145.00579417","7.12801015 144.3505666","7.9445121 143.88346153","8.83385569 143.76329812","9.79053307 143.97864899","10.69454974 144.47314501","14.02023059 143.97439179","14.59550178 142.96365181","15.24166787 142.18095946","15.95200866 141.66999635","16.6911962 141.75937912","12.7328757 146.44694671","12.99991304 147.80325085","13.27970445 149.11705965","13.54279166 150.46161121","12.4081732 151.916462","12.72864133 152.10393041","12.94897258 152.1669662","13.12502694 152.00264448","13.27401936 151.65039796","8.65656126 147.07348159","9.32329333 146.33906987","10.16630399 146.14932689","10.92168045 146.92261422","10.23330879 147.66639492","9.41797897 147.79808456","13.91034299 146.39644602","14.45552397 145.37138417","15.17595184 145.05086896","15.71611136 145.49622422","15.30544168 146.52258319","14.62826806 146.73640412","9.91351902 154.09245217","11.01632023 154.07155049","11.95282459 154.04391193","12.26054204 154.16976547","12.50600773 154.06364584","12.71166533 154.10374373","12.99082595 154.02855903","12.6507386 155.32355225","12.21124595 155.93777561","11.92310017 156.03165579","11.58331066 155.96726745","10.77497 155.44745457","10.27835011 154.28575575","11.77320176 154.43919981","12.09533465 154.4980948","12.30087787 154.45690304","12.75696599 154.15278101","12.31331033 155.20706677","12.09567213 155.24535203","11.77001268 155.25165099"
579,23.16,0.989,20,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,277.932,47.032,378.403,168.247,0.03,0.968,0.002,0.601,0.578,0.47,0.955,0.959,0.14,0,0.011,0,"285.44336443 111.45177203","290.1836715 124.36179447","296.20823385 136.69907027","303.83358964 148.01397884","312.90190253 157.50125343","323.88552043 164.57024682","336.39085764 168.83705562","349.33585185 170.39838052","361.67038703 168.28016853","372.15940928 162.39192867","379.2982164 152.83609527","384.08031255 141.25066572","385.95416927 128.78580678","385.66199738 116.18477499","383.75872225 103.7187044","380.63967133 91.57127434","376.34375423 80.24016726","294.92963111 98.77917758","298.65328118 91.89915726","305.39057282 87.22376144","313.7715306 84.94726413","322.13993201 84.67994896","337.24759036 79.00073919","343.35999864 74.52909596","350.51948303 71.50483268","358.0628131 71.11242256","364.19548035 74.3967618","334.47662723 91.05596536","336.72663426 97.18946561","338.8804599 102.93357041","341.17245615 108.93023431","335.11676431 120.6431821","339.85556585 120.24511403","344.87990409 119.44731188","349.09668213 117.39245152","352.61463773 114.93792921","307.15018168 104.28363666","311.3178485 100.77310959","316.23914298 98.43932968","322.4579559 98.17945746","318.25696528 101.20738271","313.36272722 103.37757635","346.55500084 90.48691857","350.0769015 87.29210749","354.94238466 85.71115831","360.8748495 85.81674796","356.70528227 88.38593283","351.86053407 90.03505138","336.69691294 143.58701676","338.72302562 134.6971544","343.21999615 128.7545709","347.50557822 128.38255316","351.07436514 126.01959646","357.68965584 127.67175132","363.18736434 133.09699923","362.53704369 139.94144195","359.16511995 144.96779239","354.78841221 147.10559982","350.09726864 148.17351907","343.45154262 146.99867952","338.66545093 142.17847431","345.09234554 133.36281067","349.12403065 132.26425415","353.02461308 130.53603262","360.946661 133.26433581","356.5139364 138.88853121","352.48711228 140.95780867","348.02004337 141.88008553"
579,23.16,0.754,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.197,134.225,15.817,162.508,0.014,0.051,0.33,0.484,0.774,0.822,0.922,0.491,0.069,0.429,0.253,0.145,"5.41867146 146.16029602","5.56187233 148.66725594","5.85288557 151.18919367","6.16629207 153.61212742","6.69653949 155.83035332","7.53534976 157.74261498","8.74145257 159.36494529","10.10268986 160.70411438","11.54365999 161.24789435","12.87662584 160.71202457","14.00664073 159.33412862","15.07976508 157.45858347","15.96539241 155.17651618","16.51414752 152.72479826","16.84337658 150.16321534","17.02167553 147.4933731","17.05571586 144.99529344","7.13168621 144.3059482","7.94727367 143.83826017","8.83652553 143.71806628","9.79247981 143.93588573","10.69419867 144.43325406","14.00881398 143.93150657","14.58278054 142.9188394","15.22843474 142.13517791","15.93827158 141.6240522","16.67866862 141.71234295","12.72942162 146.4054473","12.99918145 147.76446947","13.28144169 149.08000129","13.54684031 150.42597932","12.40668058 151.89602965","12.72885877 152.0835923","12.95070076 152.14580214","13.12766677 151.98041427","13.27652103 151.62622762","8.65590611 147.03820446","9.32108781 146.29787627","10.16443425 146.10885113","10.91957629 146.88667282","10.23065537 147.6300461","9.41564775 147.7621173","13.90239179 146.36165577","14.44708014 145.33210576","15.16731888 145.01175407","15.70666641 145.46099606","15.29635119 146.48543891","14.61970419 146.69996014","9.90832657 154.07773674","11.01423532 154.04982656","11.95320398 154.02020538","12.262012 154.14613467","12.50970078 154.03783655","12.7180016 154.07861626","13.00010329 154.00638795","12.65920055 155.2962352","12.21780193 155.90765369","11.92754406 156.00245774","11.58623362 155.93952543","10.77520895 155.42284447","10.27567065 154.27006841","11.77225614 154.42084616","12.09619308 154.47809112","12.30379403 154.43582582","12.76655364 154.12824112","12.32076323 155.1769892","12.10082155 155.21534282","11.7734192 155.22338974"
580,23.2,0.993,20,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,277.699,52.463,374.168,167.661,0.028,0.975,0.002,0.593,0.58,0.447,0.947,0.972,0.166,0,0.014,0,"284.65900087 113.3000493","288.75797373 125.74693036","294.16248637 137.72248149","301.1878581 148.75264168","309.5285393 157.95941901","319.63447964 164.77162266","331.34009242 168.70582294","343.58407807 169.95323038","355.45564055 168.02769804","366.02368736 162.76729679","374.06636572 154.37884235","379.97149658 143.86450458","382.86979985 132.06608677","383.40728426 119.74852085","382.18893695 107.32025611","379.70214939 95.00879884","375.89709139 83.36823773","293.35256243 98.82531011","297.10482061 92.41115689","303.55879581 88.06258881","311.54393125 85.89719462","319.4637177 85.72389174","334.68779397 80.13502049","340.85853148 75.81275725","348.14386272 72.95201331","355.84494114 72.65377194","362.29372382 75.7776317","331.33627582 91.82474458","333.20422029 98.44637728","334.97173691 104.66208088","336.82305288 111.03586245","331.17552209 122.27048755","335.70204282 122.00434852","340.51967645 121.29071951","344.82498622 119.35536218","348.48001432 116.97299886","304.61222363 104.34432435","308.76152277 100.74906552","313.55809593 98.55312121","319.67590225 98.57898355","315.47855675 101.25234568","310.68941629 103.3119812","344.1232841 91.21950853","347.71004891 87.88332593","352.56583476 86.38718581","358.62711453 86.68109548","354.24117208 88.98518729","349.4352026 90.57874763","332.18159842 144.14707851","334.1928246 135.46616983","338.5030849 129.80976129","342.74100947 129.56565762","346.37004733 127.34209824","353.11313033 129.1114471","358.86626077 134.43842459","357.2845962 140.54615355","353.40863371 145.06133509","348.98241639 146.98150206","344.38631868 147.90534163","338.28696966 146.89537954","334.09268022 142.72085762","340.26313424 134.30025935","344.24309921 133.35046411","348.19335413 131.76150513","356.67230082 134.49159431","350.9868598 139.22292566","346.88331842 141.02961779","342.50505066 141.84709024"
580,23.2,0.754,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.197,134.225,15.817,162.508,0.014,0.051,0.33,0.484,0.774,0.822,0.922,0.491,0.069,0.429,0.253,0.145,"5.41867146 146.16029602","5.56187233 148.66725594","5.85288557 151.18919367","6.16629207 153.61212742","6.69653949 155.83035332","7.53534976 157.74261498","8.74145257 159.36494529","10.10268986 160.70411438","11.54365999 161.24789435","12.87662584 160.71202457","14.00664073 159.33412862","15.07976508 157.45858347","15.96539241 155.17651618","16.51414752 152.72479826","16.84337658 150.16321534","17.02167553 147.4933731","17.05571586 144.99529344","7.13168621 144.3059482","7.94727367 143.83826017","8.83652553 143.71806628","9.79247981 143.93588573","10.69419867 144.43325406","14.00881398 143.93150657","14.58278054 142.9188394","15.22843474 142.13517791","15.93827158 141.6240522","16.67866862 141.71234295","12.72942162 146.4054473","12.99918145 147.76446947","13.28144169 149.08000129","13.54684031 150.42597932","12.40668058 151.89602965","12.72885877 152.0835923","12.95070076 152.14580214","13.12766677 151.98041427","13.27652103 151.62622762","8.65590611 147.03820446","9.32108781 146.29787627","10.16443425 146.10885113","10.91957629 146.88667282","10.23065537 147.6300461","9.41564775 147.7621173","13.90239179 146.36165577","14.44708014 145.33210576","15.16731888 145.01175407","15.70666641 145.46099606","15.29635119 146.48543891","14.61970419 146.69996014","9.90832657 154.07773674","11.01423532 154.04982656","11.95320398 154.02020538","12.262012 154.14613467","12.50970078 154.03783655","12.7180016 154.07861626","13.00010329 154.00638795","12.65920055 155.2962352","12.21780193 155.90765369","11.92754406 156.00245774","11.58623362 155.93952543","10.77520895 155.42284447","10.27567065 154.27006841","11.77225614 154.42084616","12.09619308 154.47809112","12.30379403 154.43582582","12.76655364 154.12824112","12.32076323 155.1769892","12.10082155 155.21534282","11.7734192 155.22338974"
581,23.24,0.994,47,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,277.586,50.547,377.341,168.79,0.046,0.976,0.002,0.594,0.658,0.382,0.899,0.98,0.17,0.001,0.011,0,"282.41720152 110.21202946","285.93162847 122.61974955","290.75713348 134.65322638","297.05820394 146.01027155","304.68859506 155.81447506","314.11737514 163.4728899","325.32290769 168.4769907","337.18522024 170.78294659","349.06626892 169.4500103","360.03245544 164.47423363","368.92128897 156.54879236","375.87102842 146.6482439","379.83765793 135.23440742","381.15371418 122.9072752","380.50778103 110.12178564","378.6563201 97.32792401","375.61961603 84.99391818","290.16372514 96.82430887","293.94087088 90.83215022","300.42905402 87.0099237","308.23965383 85.37078643","315.91609669 85.55810475","331.6599412 80.56860232","338.34624481 76.34320402","346.0352869 73.47929502","354.16433287 73.25320625","361.06282425 76.44114757","326.89300847 91.71243691","328.37341261 98.11879659","329.76637316 104.16759634","331.21880007 110.40874624","325.86290431 121.66413927","330.05369854 121.51502275","334.532444 120.90303564","338.81422949 119.16091585","342.66705465 117.05096865","300.78018379 102.79243851","304.99111962 98.95199442","310.02690983 97.05042982","315.87985826 97.97843122","311.49392438 100.56438828","306.48320031 102.3508718","340.45245838 91.23992825","344.30678558 87.43859434","349.49533653 86.15496421","355.45506191 87.13893795","350.92399549 89.54491162","345.7800622 90.94929123","326.63468671 143.79579687","328.4283514 135.36757374","332.77425241 129.88484526","336.84454393 129.72839737","340.51758957 127.59103441","347.4901886 129.64257383","353.54580116 135.17146492","351.44928646 141.54200459","347.09990931 146.06785679","342.65606117 147.90635014","338.16641521 148.70322371","332.29876471 147.36796999","328.54284239 142.52910042","334.21251011 134.34902811","338.09862328 133.45717573","342.03934622 131.9680562","351.32445288 135.23370647","344.93873549 140.15216255","340.87611151 141.88938999","336.58813906 142.62558842"
581,23.24,0.747,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.232,134.275,15.766,162.599,0.008,0.034,0.416,0.487,0.823,0.787,0.886,0.556,0.033,0.408,0.286,0.187,"5.22853678 144.14462444","5.22615498 146.77779174","5.36780459 149.42508781","5.60957623 152.00935549","6.08739835 154.44182175","6.90945679 156.50917011","8.13266855 158.20555615","9.50707483 159.60623848","10.92054212 160.37848461","12.19424164 160.09405029","13.2608757 158.94848597","14.27210605 157.21391445","15.107391 155.0321002","15.66588271 152.72110462","16.08490598 150.30495763","16.38661587 147.71759036","16.51538765 145.29391474","7.88869697 142.11176607","8.70459598 141.73990667","9.54575336 141.63680717","10.43590665 141.88245827","11.260746 142.41456789","14.4797101 142.30599999","14.97195661 141.47306195","15.52926707 140.90121937","16.10764039 140.63464534","16.67719567 140.89966172","13.13125205 144.64809126","13.32786548 146.05734712","13.54496348 147.42546758","13.75684941 148.82747567","12.52062786 150.23735052","12.79543519 150.52938646","12.98909175 150.70165902","13.13938451 150.69714499","13.29260945 150.48079634","9.14453566 144.92446941","9.83834374 144.26563597","10.62525451 144.14784414","11.30268288 145.0128313","10.65534461 145.60740298","9.90985894 145.64668602","14.16996861 144.96431693","14.69096518 144.08433256","15.32447827 143.88739261","15.77197587 144.55239937","15.38479471 145.33232933","14.79681587 145.3990449","9.88841736 152.5995397","11.01354289 152.46702874","11.99570131 152.45638204","12.30754244 152.66236669","12.54457891 152.68265861","12.70162868 153.00214648","12.81210351 153.29790008","12.48908293 154.31392461","12.06878078 154.74298924","11.79396701 154.69942313","11.45886576 154.49468201","10.7015301 153.89707726","10.18953824 152.81261045","11.79444659 152.88583839","12.12204301 153.04450232","12.31486917 153.13034111","12.64313293 153.35253048","12.21631086 154.02672052","12.00443459 153.93054545","11.68362308 153.82262981"
582,23.28,0.999,47,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,276.283,48.85,377.054,172.3,0.057,0.978,0.003,0.622,0.707,0.371,0.873,0.978,0.15,0.001,0.011,0,"280.68145937 106.87412202","283.80719554 119.45424199","288.21829465 131.73771024","293.90535611 143.46228504","300.97875625 153.76156449","309.93916529 162.04865158","320.81787729 167.71026731","332.56232584 170.58876705","344.5245347 169.67608035","355.82032979 164.98627806","365.28299248 157.1981796","372.87373519 147.40005577","377.46720111 135.99737298","379.29331625 123.53312135","379.01796353 110.56764865","377.60359037 97.50934094","375.05639231 84.85850668","288.6441493 94.19523692","292.49725848 88.58531982","298.85259712 85.14979547","306.40432316 83.83889955","313.75953335 84.30721223","329.43026686 79.78549683","336.23638594 75.6871655","344.00741756 72.89925015","352.22074711 72.75749433","359.29723775 75.98667321","324.32238162 91.14817399","325.48695141 97.81483513","326.54132485 104.122311","327.61024547 110.61310446","322.30015421 121.33155036","326.35556757 121.38439429","330.71102858 121.00812399","335.0332576 119.39758766","338.95051467 117.39196169","298.79565555 100.98959029","303.04300356 97.3721227","308.02960664 95.72023183","313.60050708 96.87571919","309.22367799 99.30681622","304.27450269 100.83246922","338.04060578 90.85063148","341.9508456 87.12201494","347.19430566 85.99375671","353.21015823 87.08329278","348.44939804 89.49998444","343.26302862 90.76279217","322.24541599 143.37339497","323.88508302 135.0762074","328.23443937 129.74691868","332.30417085 129.70922911","336.04169166 127.69617867","343.01409423 130.03885829","349.02010083 135.9608469","346.89895558 142.54932928","342.47979391 147.15235031","337.9838351 148.89204776","333.42778969 149.50684655","327.57572639 147.6987654","324.08812892 142.2093451","329.5415467 134.2708447","333.45765483 133.5126394","337.42774856 132.1504848","346.74107826 135.95422959","340.55505908 141.1617744","336.44651091 142.8304776","332.09606743 143.43440509"
582,23.28,0.747,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.232,134.275,15.766,162.599,0.008,0.034,0.416,0.487,0.823,0.787,0.886,0.556,0.033,0.408,0.286,0.187,"5.22853678 144.14462444","5.22615498 146.77779174","5.36780459 149.42508781","5.60957623 152.00935549","6.08739835 154.44182175","6.90945679 156.50917011","8.13266855 158.20555615","9.50707483 159.60623848","10.92054212 160.37848461","12.19424164 160.09405029","13.2608757 158.94848597","14.27210605 157.21391445","15.107391 155.0321002","15.66588271 152.72110462","16.08490598 150.30495763","16.38661587 147.71759036","16.51538765 145.29391474","7.88869697 142.11176607","8.70459598 141.73990667","9.54575336 141.63680717","10.43590665 141.88245827","11.260746 142.41456789","14.4797101 142.30599999","14.97195661 141.47306195","15.52926707 140.90121937","16.10764039 140.63464534","16.67719567 140.89966172","13.13125205 144.64809126","13.32786548 146.05734712","13.54496348 147.42546758","13.75684941 148.82747567","12.52062786 150.23735052","12.79543519 150.52938646","12.98909175 150.70165902","13.13938451 150.69714499","13.29260945 150.48079634","9.14453566 144.92446941","9.83834374 144.26563597","10.62525451 144.14784414","11.30268288 145.0128313","10.65534461 145.60740298","9.90985894 145.64668602","14.16996861 144.96431693","14.69096518 144.08433256","15.32447827 143.88739261","15.77197587 144.55239937","15.38479471 145.33232933","14.79681587 145.3990449","9.88841736 152.5995397","11.01354289 152.46702874","11.99570131 152.45638204","12.30754244 152.66236669","12.54457891 152.68265861","12.70162868 153.00214648","12.81210351 153.29790008","12.48908293 154.31392461","12.06878078 154.74298924","11.79396701 154.69942313","11.45886576 154.49468201","10.7015301 153.89707726","10.18953824 152.81261045","11.79444659 152.88583839","12.12204301 153.04450232","12.31486917 153.13034111","12.64313293 153.35253048","12.21631086 154.02672052","12.00443459 153.93054545","11.68362308 153.82262981"
583,23.32,0.997,47,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,279.088,46.147,380.169,173.883,0.055,0.977,0.002,0.629,0.684,0.346,0.872,0.972,0.113,0,0.01,0,"280.79231313 105.64397544","284.04367453 118.44286287","288.59857464 130.88273954","294.29991239 142.69129598","301.3307327 153.12156177","310.20790911 161.62072992","321.04387039 167.53111279","332.72253489 170.66359353","344.61003363 169.93137753","355.89853513 165.3286401","365.36001253 157.4870069","372.91525447 147.59781146","377.48078954 136.03937471","379.38080037 123.41239548","379.12166369 110.26030016","377.61989844 97.05136871","375.06562495 84.27242774","287.81265846 93.21752244","291.69613272 87.29460305","298.27909583 83.75785208","306.06661618 82.54350704","313.4958275 83.22915465","329.28979564 78.91347748","336.33118546 74.81265739","344.26386118 72.10932541","352.47514737 72.25378087","359.35047185 75.91228485","324.23239464 90.6138373","325.48368025 97.50355262","326.59423536 104.02250236","327.66678095 110.71012437","321.90017545 120.4539063","326.0657379 120.72515774","330.58025062 120.48633838","335.02621603 118.78798819","338.99203396 116.66261077","298.32091939 99.9740808","302.58780664 96.39958209","307.60336226 94.83941364","313.25862247 96.07239985","308.80305469 98.52605391","303.78194344 99.99052954","337.64795697 90.40049821","341.62140298 86.70456463","346.89720058 85.59286785","352.95020461 86.65619648","348.1932621 89.11618423","342.92310739 90.38220608","322.16340613 142.81639946","323.37103933 133.99182701","327.75023901 128.62160552","331.81183338 128.55297458","335.60574675 126.67743325","342.63167679 129.2308923","348.32074344 135.98357117","346.82979131 142.88705194","342.69294143 147.81595719","338.14358604 149.55993044","333.47501004 150.09895742","327.43332088 147.81667709","323.89108336 141.68992281","328.95129853 132.73600018","332.90644515 131.99097133","336.9297682 130.7082026","346.12237203 135.9698348","340.79917705 142.35755825","336.66944623 144.08911133","332.18803096 144.55990005"
583,23.32,0.747,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.232,134.275,15.766,162.599,0.008,0.034,0.416,0.487,0.823,0.787,0.886,0.556,0.033,0.408,0.286,0.187,"5.22853678 144.14462444","5.22615498 146.77779174","5.36780459 149.42508781","5.60957623 152.00935549","6.08739835 154.44182175","6.90945679 156.50917011","8.13266855 158.20555615","9.50707483 159.60623848","10.92054212 160.37848461","12.19424164 160.09405029","13.2608757 158.94848597","14.27210605 157.21391445","15.107391 155.0321002","15.66588271 152.72110462","16.08490598 150.30495763","16.38661587 147.71759036","16.51538765 145.29391474","7.88869697 142.11176607","8.70459598 141.73990667","9.54575336 141.63680717","10.43590665 141.88245827","11.260746 142.41456789","14.4797101 142.30599999","14.97195661 141.47306195","15.52926707 140.90121937","16.10764039 140.63464534","16.67719567 140.89966172","13.13125205 144.64809126","13.32786548 146.05734712","13.54496348 147.42546758","13.75684941 148.82747567","12.52062786 150.23735052","12.79543519 150.52938646","12.98909175 150.70165902","13.13938451 150.69714499","13.29260945 150.48079634","9.14453566 144.92446941","9.83834374 144.26563597","10.62525451 144.14784414","11.30268288 145.0128313","10.65534461 145.60740298","9.90985894 145.64668602","14.16996861 144.96431693","14.69096518 144.08433256","15.32447827 143.88739261","15.77197587 144.55239937","15.38479471 145.33232933","14.79681587 145.3990449","9.88841736 152.5995397","11.01354289 152.46702874","11.99570131 152.45638204","12.30754244 152.66236669","12.54457891 152.68265861","12.70162868 153.00214648","12.81210351 153.29790008","12.48908293 154.31392461","12.06878078 154.74298924","11.79396701 154.69942313","11.45886576 154.49468201","10.7015301 153.89707726","10.18953824 152.81261045","11.79444659 152.88583839","12.12204301 153.04450232","12.31486917 153.13034111","12.64313293 153.35253048","12.21631086 154.02672052","12.00443459 153.93054545","11.68362308 153.82262981"
584,23.36,0.992,47,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,278.211,53.681,369.929,166.659,0.046,0.98,0.002,0.678,0.734,0.292,0.879,0.985,0.146,0,0.011,0,"282.21555026 105.04627249","285.11356932 117.62079227","289.46804352 129.94420731","295.49965505 141.46207058","302.90250781 151.43401891","311.94734648 159.49738991","322.68995318 165.2305187","334.2185511 168.3271122","345.69201362 167.58088052","356.40387523 163.05846119","365.20732492 155.40262306","372.4470557 145.82426745","377.12155968 134.58972609","379.4185493 122.29526317","379.55922115 109.47687337","378.17743218 96.62821153","375.48885453 84.28836536","290.28816232 91.98707592","294.3602359 86.43917853","300.85081068 83.02537867","308.5136255 81.77308363","315.83141321 82.3706181","331.22323048 77.963081","337.85654795 73.9852391","345.50310367 71.29387607","353.55426133 71.31481111","360.33171088 74.66641617","326.18704993 90.28179199","327.35845304 97.02706736","328.43722391 103.384119","329.51149583 109.8535983","323.75162801 121.12426364","328.03035927 121.03551507","332.5432514 120.46120316","336.91996402 118.91775602","340.84355873 116.93829364","299.8021332 99.67781407","304.40420064 95.98372579","309.59457639 94.43382794","315.34234664 95.9900938","310.73098686 98.43355429","305.55253997 99.82905516","339.67306864 90.18793577","343.64600635 86.08089933","349.05653995 84.88172507","355.21957731 86.17320076","350.38804644 88.77917951","345.04011452 90.13115296","323.84864011 144.04219687","325.2161482 134.90595657","329.80609822 129.03915578","333.87686181 128.94215691","337.58886653 126.9017998","344.77589995 129.50365341","350.43749529 136.27474487","349.14207309 143.60221195","344.9036836 149.05346775","340.3371017 150.95641476","335.58327049 151.61753672","329.33184844 149.16803241","325.69628632 142.84716761","330.9641434 133.82110548","334.96295673 133.01585144","338.9420408 131.56409705","348.38416398 136.21154773","343.00753796 142.86684394","338.88678962 144.70510519","334.35798573 145.20881653"
584,23.36,0.747,0,NA,2,20.815,28.949,0,"SPEAKER_00",78,"website",22.36,23.58,0,-9.232,134.275,15.766,162.599,0.008,0.034,0.416,0.487,0.823,0.787,0.886,0.556,0.033,0.408,0.286,0.187,"5.22853678 144.14462444","5.22615498 146.77779174","5.36780459 149.42508781","5.60957623 152.00935549","6.08739835 154.44182175","6.90945679 156.50917011","8.13266855 158.20555615","9.50707483 159.60623848","10.92054212 160.37848461","12.19424164 160.09405029","13.2608757 158.94848597","14.27210605 157.21391445","15.107391 155.0321002","15.66588271 152.72110462","16.08490598 150.30495763","16.38661587 147.71759036","16.51538765 145.29391474","7.88869697 142.11176607","8.70459598 141.73990667","9.54575336 141.63680717","10.43590665 141.88245827","11.260746 142.41456789","14.4797101 142.30599999","14.97195661 141.47306195","15.52926707 140.90121937","16.10764039 140.63464534","16.67719567 140.89966172","13.13125205 144.64809126","13.32786548 146.05734712","13.54496348 147.42546758","13.75684941 148.82747567","12.52062786 150.23735052","12.79543519 150.52938646","12.98909175 150.70165902","13.13938451 150.69714499","13.29260945 150.48079634","9.14453566 144.92446941","9.83834374 144.26563597","10.62525451 144.14784414","11.30268288 145.0128313","10.65534461 145.60740298","9.90985894 145.64668602","14.16996861 144.96431693","14.69096518 144.08433256","15.32447827 143.88739261","15.77197587 144.55239937","15.38479471 145.33232933","14.79681587 145.3990449","9.88841736 152.5995397","11.01354289 152.46702874","11.99570131 152.45638204","12.30754244 152.66236669","12.54457891 152.68265861","12.70162868 153.00214648","12.81210351 153.29790008","12.48908293 154.31392461","12.06878078 154.74298924","11.79396701 154.69942313","11.45886576 154.49468201","10.7015301 153.89707726","10.18953824 152.81261045","11.79444659 152.88583839","12.12204301 153.04450232","12.31486917 153.13034111","12.64313293 153.35253048","12.21631086 154.02672052","12.00443459 153.93054545","11.68362308 153.82262981"
